Name,chr,pos,Relation_to_Island,UCSC_RefGene_Name,UCSC_RefGene_Group,hg,coef,pval,pval_adj
cg14722290,chr11,3144774,S_Shelf,OSBPL5;OSBPL5;OSBPL5,Body;Body;Body,hg19,0.060048638162531,0.000887486986461288,0.0454073718099011
cg25233685,chr19,41115759,Island,LTBP4;LTBP4;LTBP4,Body;Body;Body,hg19,0.0581391228748688,0.000959337913434926,0.0472304245189337
cg10501093,chr14,103593520,Island,TNFAIP2,Body,hg19,0.114921665187294,4.03502966922345e-05,0.00830885857595394
cg11588423,chr6,29578191,OpenSea,GABBR1;GABBR1;GABBR1,Body;Body;Body,hg19,0.0397203194323938,0.000638310597920395,0.0380953042480104
cg14395298,chr13,23412250,Island,,,hg19,-0.0807424514305822,0.0002157794130845,0.0212431807257843
cg09150065,chr4,42158732,S_Shelf,,,hg19,-0.115807167885416,0.000586205912228442,0.0365777577792399
cg14319135,chr7,63667452,OpenSea,ZNF735,TSS200,hg19,-0.053431173576732,0.000750008269809976,0.0415180882559971
cg15475080,chr19,40324793,Island,DYRK1B;DYRK1B;DYRK1B;DYRK1B;DYRK1B;DYRK1B,1stExon;1stExon;5'UTR;1stExon;5'UTR;5'UTR,hg19,0.0377183040002668,9.05302160518226e-05,0.0129071270253937
cg20648369,chr10,1411072,OpenSea,ADARB2,Body,hg19,-0.0806630783004786,0.000569118839380475,0.0359715426050585
cg18448581,chr18,70534767,Island,NETO1;NETO1,1stExon;5'UTR,hg19,0.00562584781583167,0.000468587438624988,0.0324072595438829
cg08043200,chr14,105181902,S_Shore,INF2;INF2,Body;3'UTR,hg19,0.0203908112520823,0.000342264796788684,0.027527067099103
cg14542583,chr19,38886667,S_Shore,SPRED3,Body,hg19,0.156135271126837,1.04859470361333e-05,0.0038646017673603
cg07090758,chr16,15851692,OpenSea,MYH11;MYH11;MYH11;MYH11,Body;Body;Body;Body,hg19,-0.0326642782827649,0.000629206955961322,0.0378237319766733
cg24396691,chr1,220101725,Island,SLC30A10,1stExon,hg19,0.0386026116361476,0.000584129430789885,0.0365062291395564
cg08482926,chr16,85283655,OpenSea,,,hg19,0.069282658848718,8.08868634670119e-05,0.0120846883035907
cg02994246,chr1,21587174,OpenSea,ECE1;ECE1;ECE1;ECE1,Body;Body;Body;Body,hg19,0.079537505547459,3.34737938276775e-05,0.0074947201768489
cg24041118,chr5,1202449,S_Shore,SLC6A19,Body,hg19,-0.0979785582665568,0.000356278787611673,0.028174954374739
cg24505892,chr10,102976702,Island,,,hg19,0.0485925095820461,0.00104861452182517,0.0495139830998489
cg13200188,chr11,3173907,OpenSea,OSBPL5;OSBPL5;OSBPL5,5'UTR;5'UTR;5'UTR,hg19,0.0272930655470242,0.000164248457102762,0.0181794231369689
cg12848808,chr15,68125599,N_Shore,LBXCOR1,Body,hg19,0.112514203875296,0.000919695090978606,0.0462155804236913
cg06660015,chr5,139743303,S_Shore,SLC4A9,Body,hg19,0.116778446097001,0.000940934630539592,0.046699309655921
cg01637289,chr11,118769157,OpenSea,BCL9L,Body,hg19,0.05114455536843,0.000500883368832059,0.0335507645682478
cg18104919,chr5,7851396,Island,C5orf49,TSS200,hg19,0.06874808250998,0.000548583410607625,0.0352732662180997
cg25807274,chr6,40378493,OpenSea,LRFN2,Body,hg19,-0.104333015896307,0.00105902473147687,0.0497541329435049
cg18322569,chr1,91182777,Island,BARHL2;BARHL2,5'UTR;1stExon,hg19,0.0517013501562485,0.000591416928626459,0.0367535919942298
cg03338924,chr6,13015106,Island,PHACTR1,Body,hg19,0.144383702313664,4.28821333961128e-06,0.00232322495565619
cg16143578,chr11,124767801,OpenSea,ROBO4;ROBO4,5'UTR;1stExon,hg19,0.0906504185130584,0.000751212194259783,0.0415495718719109
cg21981298,chr11,1824157,OpenSea,,,hg19,-0.0779258822056958,0.00088288026707282,0.0452780409278375
cg17148976,chr2,131594925,Island,,,hg19,0.0412713109657106,0.000430123209573843,0.0309979356029273
cg09418922,chr17,933047,Island,ABR;ABR;ABR,Body;Body;Body,hg19,0.0464211437183713,0.000193113117656907,0.0199455358994692
cg00306523,chr8,94257369,OpenSea,,,hg19,-0.19531315708858,2.89067758394105e-07,0.000535755985636481
cg15843567,chr10,26223206,Island,MYO3A;MYO3A,1stExon;5'UTR,hg19,0.0638245558357073,0.000308084917400275,0.0260074996135509
cg25528121,chr3,14860793,OpenSea,FGD5,1stExon,hg19,-0.112489185722382,0.000528268548793061,0.0344524493237456
cg04093349,chr15,66998947,S_Shelf,SMAD6;SMAD6,Body;Body,hg19,0.0985944794807745,0.000779805275393432,0.0424373231401018
cg01615475,chr11,50227199,Island,,,hg19,-0.123313573597325,0.000587051176329345,0.0366192089043925
cg14431547,chr9,36572421,N_Shore,MELK,TSS1500,hg19,0.0250180392299192,0.000201803677211865,0.0204163565995172
cg16529686,chr1,200175553,OpenSea,,,hg19,-0.078418319440297,0.000128818049099303,0.0159039030860316
cg08236018,chr13,59532394,OpenSea,,,hg19,-0.0303340976256721,0.000196946566454717,0.0201299224049288
cg10464773,chr6,164171506,OpenSea,,,hg19,-0.0873026739174787,0.000480029786652804,0.0328356375463096
cg14006650,chr10,3147474,N_Shore,PFKP,Body,hg19,0.00780886707876826,9.97614955377764e-05,0.0136702059580369
cg17027353,chr6,168814821,S_Shore,,,hg19,-0.0846244490906063,1.51612390203185e-06,0.00135548295729534
cg04595446,chr6,170408630,OpenSea,,,hg19,-0.104330960123694,0.000611874658061869,0.0373730551089082
cg12501761,chr2,240898385,OpenSea,NDUFA10,3'UTR,hg19,0.0460461670843603,0.000533283213722646,0.0346872714156222
cg12802844,chr7,156315663,OpenSea,,,hg19,-0.102076171605269,0.000657203983851075,0.038640210970813
cg16564842,chr7,26331339,N_Shore,SNX10,TSS200,hg19,0.0544043203515842,4.19287102599637e-05,0.00848694182714314
cg08731435,chr12,132381984,S_Shore,ULK1,Body,hg19,0.0564720061710523,0.000728253551710383,0.040843790813571
cg08243827,chr14,23815798,N_Shore,SLC22A17;SLC22A17,3'UTR;3'UTR,hg19,-0.126431633506623,0.000786654901019524,0.0426268556609337
cg17773776,chr6,43231767,S_Shore,TTBK1,Body,hg19,0.00943198129240188,0.00100491083495819,0.0484473449892364
cg10152904,chr16,10801930,OpenSea,,,hg19,-0.105736440024166,8.35323733631455e-05,0.0123297427219133
cg26681383,chr3,54700753,OpenSea,CACNA2D3,Body,hg19,-0.065102654706436,0.000261258228953393,0.0236482401824406
cg00119181,chr4,90758537,Island,SNCA;SNCA;SNCA;SNCA,TSS1500;5'UTR;TSS1500;TSS200,hg19,0.00292750601186779,0.000703000940634886,0.0400198422071644
cg08262464,chr7,75615023,OpenSea,POR,Body,hg19,0.0190764157544909,0.00100849636005952,0.0485126426518152
cg21416529,chr22,49795435,N_Shelf,,,hg19,-0.119256658837236,3.61892698948047e-05,0.00785562118945389
cg12937133,chr4,3825672,OpenSea,,,hg19,0.0974461837265314,0.000786134613234217,0.0426104285322698
cg15125762,chr1,6191870,S_Shelf,CHD5,Body,hg19,-0.141733336408162,0.000437954224288436,0.0313762011634843
cg24603113,chr7,1105321,Island,C7orf50;C7orf50;C7orf50,Body;Body;Body,hg19,0.074487497683306,0.000137196214932108,0.0164267145932135
cg06249604,chr6,30039206,Island,RNF39;RNF39,Body;Body,hg19,0.119665688795375,0.000191553692475067,0.0198483049557977
cg05278500,chr14,48096021,OpenSea,MDGA2,Body,hg19,-0.0377987892599191,0.000202295698747013,0.0204473386155621
cg03579107,chr2,867791,S_Shelf,,,hg19,-0.0784390612402196,0.000540341633670801,0.034972679547791
cg16763443,chr14,38080240,Island,,,hg19,0.101770725363321,0.000866528207560491,0.0447875334468461
cg15727287,chr5,176046980,Island,,,hg19,0.0907750503819898,3.29735115815154e-05,0.00744656518854966
cg25657713,chr6,100038708,Island,,,hg19,0.106277103102593,0.000158522318327609,0.0178578758602813
cg03323696,chr5,59189120,Island,PDE4D;PDE4D,Body;1stExon,hg19,0.0842949848362336,0.000421785029641077,0.0307360618419403
cg05482942,chr10,102899285,Island,,,hg19,0.0871500953891965,0.000333753952796486,0.0271483403275463
cg19373545,chr1,36771793,N_Shore,C1orf113;C1orf113,TSS1500;TSS200,hg19,0.0308400966889767,0.000563246657147674,0.0357895925932162
cg17158414,chr2,27665306,Island,KRTCAP3;KRTCAP3,1stExon;1stExon,hg19,0.141575965954149,7.23913195845586e-06,0.00313599835657258
cg23782616,chr18,61616526,OpenSea,HMSD,TSS200,hg19,0.0825482380544821,0.000929339619476252,0.0464564936237714
cg19269530,chr2,217541301,OpenSea,IGFBP5,3'UTR,hg19,-0.111862796678949,0.000619251832270858,0.0375821801654038
cg03192598,chr19,12305854,Island,,,hg19,0.0380300403774457,9.91837831027003e-05,0.0136424663627556
cg08578320,chr6,32552039,Island,HLA-DRB1,Body,hg19,0.0126742819421751,0.00100122502744462,0.0483584541928947
cg15077193,chr19,802989,N_Shore,PTBP1;PTBP1;PTBP1;PTBP1,Body;Body;Body;Body,hg19,0.201161243010911,2.91450821806265e-06,0.00193224017808315
cg20585530,chr14,60975912,Island,SIX6,TSS200,hg19,0.0599757655193617,0.000296531126340093,0.0254738833321849
cg09051119,chr22,36721648,S_Shelf,MYH9,Body,hg19,0.0476709901609275,0.000175495105493668,0.0188656036713653
cg23230554,chr11,66335282,N_Shore,CTSF,Body,hg19,0.0562710588069122,1.45000642143499e-05,0.00464592811173592
cg22356839,chr1,6011302,OpenSea,NPHP4,Body,hg19,0.0860645291497754,2.09001879505393e-05,0.0057163106389043
cg17222645,chr3,197808017,Island,LOC348840,TSS1500,hg19,0.0842540519109935,0.000663817169314481,0.038858690691391
cg03305746,chr2,106927199,OpenSea,,,hg19,-0.140770231562155,1.21672631855548e-05,0.00422228775867953
cg15739835,chr17,77709291,S_Shore,ENPP7,Body,hg19,-0.0890641798673787,0.000485899840273907,0.0330570236281336
cg11676636,chr10,49812258,N_Shore,ARHGAP22,Body,hg19,-0.137599881336962,0.000870428761852305,0.0448740155591479
cg13552373,chr9,92291269,Island,LOC100129066,Body,hg19,-0.0915771108355617,0.00104697727429447,0.049502185352981
cg09084391,chr5,346247,S_Shore,AHRR,Body,hg19,0.0821521688423336,0.00073837694387647,0.0411590599621139
cg16619049,chr1,805541,Island,FAM41C,Body,hg19,-0.135819884071109,0.000533103656314272,0.0346813398027889
cg03790988,chr18,67069959,Island,DOK6,Body,hg19,0.0954538766563453,0.000286677439415349,0.0250089267441067
cg15657564,chr7,63867692,OpenSea,,,hg19,-0.0921283695589436,0.00019310605534734,0.0199455358994692
cg14056656,chr9,132892163,OpenSea,GPR107;GPR107;GPR107,Body;Body;Body,hg19,0.00805664800920914,0.000134694289813997,0.0162711033752531
cg08399733,chr19,2278773,Island,C19orf35,Body,hg19,0.0111512648505777,0.000519843951631017,0.0342214616129053
cg17251196,chr6,33288599,N_Shore,DAXX;DAXX;DAXX;DAXX,Body;Body;Body;Body,hg19,-0.107418076911645,1.31462284737451e-05,0.0044102278831089
cg16214153,chr6,42099392,OpenSea,C6orf132,Body,hg19,-0.144518054092511,8.39347384486431e-05,0.0123664259870793
cg00179196,chr16,117934,OpenSea,RHBDF1,5'UTR,hg19,0.037512226934354,0.00100117641779945,0.0483584541928947
cg09503194,chr22,41833279,OpenSea,TOB2,Body,hg19,0.0143575536963435,0.000985651852395352,0.047953254013148
cg13697021,chr9,139757101,N_Shelf,EDF1,Body,hg19,0.022215032059703,8.02176915083493e-05,0.0120167326577088
cg18733230,chr7,4763182,N_Shore,FOXK1,Body,hg19,0.100749019880443,0.000982917354455132,0.0478867183809024
cg07242333,chr16,816874,OpenSea,MSLN;MSLN,Body;Body,hg19,0.0170660936556664,0.000603792757477034,0.0371203918318588
cg01773807,chr7,98579466,Island,TRRAP,Body,hg19,0.0107846807973273,6.41764420070733e-05,0.0108056499180335
cg09919570,chr16,49311782,Island,,,hg19,0.0697607037145714,0.000716720866709966,0.0404348948190353
cg21248554,chr2,27665150,Island,KRTCAP3;KRTCAP3,TSS200;TSS200,hg19,0.127903509433288,1.38452107955298e-05,0.00453965608440228
cg10718894,chr17,1094057,OpenSea,,,hg19,-0.0635857939311749,0.000435838477593116,0.0312777264007581
cg03287340,chr19,50651195,Island,,,hg19,0.0560716378125085,0.000941913066027998,0.0467301276898836
cg01152056,chr6,166260319,OpenSea,,,hg19,-0.11196281172602,0.000620826113760869,0.0376195512009983
cg14215338,chr9,132381976,N_Shore,C9orf50,Body,hg19,0.0930886597159353,0.000242963620094072,0.0226182072140705
cg24073777,chr1,10832698,OpenSea,CASZ1;CASZ1,5'UTR;5'UTR,hg19,-0.0936490365801424,0.000775215911038613,0.0423107691231309
cg04206699,chr8,70855057,OpenSea,,,hg19,0.111049314041529,0.000227692127302495,0.021886996356523
cg02592062,chr19,19043788,S_Shore,HOMER3;HOMER3;HOMER3;HOMER3;HOMER3,Body;Body;Body;Body;Body,hg19,0.0873767283473494,0.000172855640412195,0.0186945113664861
cg10100767,chr14,105246561,OpenSea,AKT1;AKT1;AKT1,Body;Body;Body,hg19,0.0134020506302182,0.000382611677874012,0.0292325153459203
cg14576951,chr7,1514568,Island,INTS1,Body,hg19,0.0336042059275626,3.68367592505764e-05,0.00793071380727714
cg02049404,chr16,2228350,Island,CASKIN1,3'UTR,hg19,0.0287577558357658,0.000380348328206615,0.0291440102650422
cg08732300,chr10,50506885,OpenSea,C10orf71;C10orf71,TSS1500;TSS1500,hg19,0.0925409495676371,0.000221075637917871,0.0215197833258944
cg22616126,chr8,33580416,Island,,,hg19,-0.0719406405631843,0.000695002110986557,0.0397966040410076
cg26144567,chr1,29446085,N_Shore,EPB41;EPB41;EPB41;EPB41;TMEM200B;EPB41,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR,hg19,0.0578197197494533,6.13651304599685e-05,0.01050352656037
cg03572171,chr8,144269191,S_Shore,,,hg19,-0.0708855043377683,0.000739200200240888,0.0411697641739566
cg04048893,chr10,132284393,OpenSea,,,hg19,-0.111846896068147,0.000175378070963665,0.0188633557938667
cg09928813,chr16,30794679,Island,ZNF629,Body,hg19,0.00931326049885675,0.0001838319146977,0.0193692214444438
cg03775632,chr7,134632344,OpenSea,CALD1;CALD1;CALD1;CALD1;CALD1,Body;Body;Body;Body;Body,hg19,0.0136262587163676,0.000179093016810967,0.0191018946519961
cg06808751,chr8,54163693,Island,OPRK1,5'UTR,hg19,0.0319566668114918,0.000131577096957071,0.0160776319867706
cg06768361,chr12,117480333,N_Shelf,TESC;TESC;TESC,Body;Body;Body,hg19,-0.115502177766453,9.61599109750541e-05,0.0134004356649157
cg03725652,chr18,76073399,Island,,,hg19,-0.11424565197555,4.42041412360725e-05,0.00871383292432634
cg06741568,chr12,129028641,OpenSea,TMEM132C,Body,hg19,-0.0674795554170707,0.000687984652473643,0.0395691993556353
cg03167844,chr2,817733,OpenSea,,,hg19,-0.0479638379732645,0.000651447104077504,0.0385002197573165
cg10447035,chr11,134259868,S_Shelf,B3GAT1;B3GAT1,5'UTR;5'UTR,hg19,-0.078505270598343,0.000823495037092848,0.0436103710934885
cg10911054,chr11,70559570,OpenSea,SHANK2,Body,hg19,-0.155952127161166,3.65349137887212e-05,0.00789170223654226
cg08942929,chr15,29825426,OpenSea,FAM189A1,Body,hg19,-0.0999656861881665,0.000374179847032373,0.028909076055761
cg18355120,chr15,28050623,Island,OCA2,Body,hg19,-0.0345346699430758,0.000148944430770631,0.0172187658877341
cg19577896,chr2,97463405,OpenSea,CNNM4,Body,hg19,0.00417973420042956,0.000905308835179728,0.0458792882625425
cg21449256,chr8,1336144,OpenSea,,,hg19,-0.0489552251031416,0.000188931314296459,0.0196689024496218
cg01842774,chr14,106806179,OpenSea,,,hg19,-0.0942660516844287,0.000147240468752155,0.0171231191882928
cg16376000,chr3,192127330,Island,FGF12;FGF12,TSS1500;Body,hg19,0.0283978872863679,0.000420315797525447,0.0306855550991048
cg18330370,chr2,983636,OpenSea,SNTG2,Body,hg19,-0.118250401426535,8.92882189743204e-06,0.0035469473869475
cg01017926,chr16,30581228,Island,ZNF688;ZNF688,3'UTR;3'UTR,hg19,0.0336063231424579,5.32452554825773e-05,0.00967038309662283
cg09996840,chr17,79680718,N_Shore,SLC25A10,Body,hg19,0.109498506900839,0.000151481141356588,0.0173890957471873
cg20901464,chr13,112763220,S_Shelf,,,hg19,-0.10605440251207,0.000599319505407842,0.0370042059694195
cg13223858,chr22,47370226,Island,TBC1D22A,Body,hg19,0.0194436020372919,3.03946796958767e-05,0.00715186084354777
cg26226988,chr11,1037923,S_Shore,MUC6,TSS1500,hg19,-0.116906725081766,1.93453204499316e-05,0.00551390803935304
cg07074042,chr22,30783944,S_Shore,RNF215,TSS1500,hg19,-0.0906429850689087,0.000348847790866463,0.0278673168942516
cg12944146,chr22,50725609,Island,PLXNB2,Body,hg19,0.00533968256357699,0.00079174037952093,0.042743089979969
cg12648201,chr2,27665141,Island,KRTCAP3;KRTCAP3,TSS200;TSS200,hg19,0.197409868893337,4.89503917997063e-06,0.00250810049263038
cg03335125,chr1,46088541,Island,CCDC17,Body,hg19,0.126596881075847,0.000117862498467344,0.0151136668197736
cg11334499,chr10,132999707,OpenSea,TCERG1L,Body,hg19,-0.0708009434798983,4.85484315211596e-05,0.00914752203716982
cg04579966,chr13,24846221,OpenSea,SPATA13;SPATA13,Body;Body,hg19,0.116280672923366,0.000671095891879712,0.0390383452860456
cg07241170,chr6,3737891,OpenSea,C6orf145,Body,hg19,0.0508709862523913,0.00042937796891752,0.0309783575810199
cg09228194,chr6,33405457,OpenSea,SYNGAP1,Body,hg19,0.0223227257980702,0.000237833131229812,0.0224332485808884
cg17826956,chr1,77230619,OpenSea,,,hg19,-0.135531793187727,0.0004424819823086,0.0315067722090855
cg09157302,chr4,25656830,N_Shore,SLC34A2,TSS1500,hg19,0.129276358457461,0.000715155123773996,0.0403956822919517
cg10153214,chr16,71571146,OpenSea,CHST4;CHST4,Body;Body,hg19,-0.0469993704261568,0.000592204549532748,0.0367650176527385
cg19529957,chr7,4198590,OpenSea,SDK1;SDK1,Body;Body,hg19,-0.150688185131483,9.52766406865418e-07,0.00104453005409648
cg27616227,chr8,108510314,OpenSea,ANGPT1,TSS200,hg19,-0.159719711555533,9.80033166001668e-06,0.00373803126328799
cg05292404,chr10,73149975,OpenSea,,,hg19,-0.118559760508094,0.000568916449872625,0.0359715426050585
cg26080154,chr11,1314228,N_Shore,TOLLIP,Body,hg19,0.032288772424465,0.000835341322503323,0.0439424691403437
cg18097532,chr11,17498541,Island,ABCC8,TSS200,hg19,0.0842870496722037,2.68208663981005e-05,0.00664876382932066
cg10283036,chr12,111853088,N_Shelf,SH2B3,5'UTR,hg19,0.0145698731550398,0.000877536524990779,0.0450982761985571
cg09883286,chr12,95943114,S_Shore,USP44;USP44,TSS1500;5'UTR,hg19,0.131810896030444,0.00097076225887002,0.0475602011435908
cg11990559,chr2,240727278,OpenSea,,,hg19,-0.129498521996885,0.000839647153855743,0.044039117325311
cg19130860,chr11,1959865,S_Shore,TNNT3;TNNT3;TNNT3;TNNT3,3'UTR;3'UTR;3'UTR;3'UTR,hg19,-0.102110712015686,7.43172152472e-05,0.0115725782072846
cg21693883,chr21,47408455,Island,COL6A1,Body,hg19,0.0521073706159951,0.000396778863206708,0.0298054227141934
cg24900425,chr17,41278444,Island,BRCA1;NBR2;BRCA1;BRCA1;BRCA1;BRCA1,TSS1500;Body;TSS1500;TSS1500;TSS1500;TSS1500,hg19,0.0282398421494447,1.87753650844492e-05,0.00541039301640574
cg00440032,chr12,127257679,OpenSea,,,hg19,-0.0249689800829844,0.000244210929105302,0.022696638753315
cg01816775,chr22,36682843,OpenSea,MYH9,Body,hg19,0.0793879272404224,0.00023412488677348,0.0222305515533382
cg05696153,chr16,81732038,OpenSea,CMIP;CMIP,Body;Body,hg19,0.0566343107038798,0.000476301494852992,0.0327159276688663
cg07001856,chr16,84346722,Island,WFDC1,Body,hg19,0.0890175156725695,6.87224028571848e-05,0.0111161571389125
cg08437802,chr19,11304272,Island,KANK2;KANK2,Body;Body,hg19,0.00999927946239215,0.000497786643296499,0.0334482625853467
cg25036357,chr8,84606468,OpenSea,,,hg19,-0.0621323432423981,0.00038304151185445,0.0292555058605312
cg11404502,chr10,133376790,OpenSea,,,hg19,-0.0910800453779664,0.000507172662341232,0.033795437438996
cg13214309,chr1,2250136,S_Shore,,,hg19,0.0890134298115309,0.000941346011663507,0.0467138048625228
cg26254045,chr19,38886658,S_Shore,SPRED3,Body,hg19,0.0869348769892612,0.000762140849544834,0.0418914092996168
cg25741837,chr2,73452813,OpenSea,SMYD5,Body,hg19,0.0270587304567854,0.000132983612556001,0.0161585896484558
cg07857225,chr3,129275971,OpenSea,PLXND1,Body,hg19,0.0686567587129599,3.67882191501681e-05,0.0079289622471488
cg20557595,chr14,45381239,OpenSea,,,hg19,0.10241513847436,0.000144742285728047,0.0169682708201407
cg12611488,chr1,2169282,OpenSea,SKI,Body,hg19,0.0178607096152402,0.000448343593404615,0.0317323718383032
cg05918376,chr6,168898226,OpenSea,SMOC2;SMOC2,Body;Body,hg19,-0.0971622809673412,0.000604056009691064,0.0371249456128326
cg05594286,chr16,86840467,OpenSea,,,hg19,-0.0735140725280276,0.000423792927608413,0.0307977036665007
cg05943813,chr12,57573255,S_Shelf,LRP1,Body,hg19,0.0252917543201568,0.000311662320067065,0.026176166783634
cg24065690,chr20,62165595,Island,PTK6,Body,hg19,0.0465125323395379,0.00094093492855438,0.046699309655921
cg09487733,chr6,110501281,N_Shore,WASF1;WASF1;WASF1;WASF1;CDC40,TSS200;TSS200;TSS200;TSS200;TSS1500,hg19,-0.00270150640859477,0.000651816792230197,0.0385162683852014
cg00593773,chr18,77336201,Island,,,hg19,-0.110764662610862,0.000443018805976179,0.0315321263466425
cg18863333,chr2,5833195,Island,SOX11,1stExon,hg19,0.0156435332946946,0.000301232697602584,0.0257102447496475
cg06070958,chr6,125965699,OpenSea,,,hg19,-0.0334149067908124,0.000158165877993194,0.0178484599754942
cg07593662,chr3,29515086,OpenSea,RBMS3;RBMS3;RBMS3,Body;Body;Body,hg19,-0.0276174466778005,0.000925951023752433,0.046348133114433
cg01638235,chr12,34536156,OpenSea,,,hg19,-0.0781131484423234,0.00102803993278428,0.0490499772452192
cg01910527,chr17,72245578,OpenSea,TTYH2;TTYH2,5'UTR;Body,hg19,-0.0903934026655644,0.000101787923854796,0.0137840459694634
cg00882685,chr2,232528498,S_Shore,,,hg19,0.0106672342521546,0.000576986311478037,0.0362851446128665
cg13125506,chr9,68299110,Island,,,hg19,0.09665312053265,7.62885974271328e-06,0.0032179102166696
cg24207068,chr17,78865662,S_Shore,RPTOR;RPTOR,Body;Body,hg19,-0.0676131109103598,0.0010179386017791,0.0487636448707753
cg06134860,chr16,67977992,OpenSea,SLC12A4;SLC12A4;SLC12A4;LCAT;SLC12A4;SLC12A4,3'UTR;3'UTR;3'UTR;1stExon;3'UTR;3'UTR,hg19,0.0635406620687084,1.12032316239329e-05,0.00401190177715436
cg13521869,chr22,50897741,Island,SBF1,Body,hg19,-0.0314458199468817,7.83049954788062e-05,0.0118496560717809
cg10195336,chr8,1895007,S_Shore,ARHGEF10,Body,hg19,0.0791049941922906,3.97741075108496e-06,0.0022237238911479
cg27384070,chr7,811698,N_Shore,HEATR2,Body,hg19,0.0651441726435435,2.77254241476953e-05,0.00678408632761063
cg22788953,chr7,2679148,OpenSea,TTYH3,Body,hg19,0.0241168950502488,0.00061248019655285,0.0373909204453356
cg15023686,chr18,76675402,S_Shore,,,hg19,-0.0893939018762212,0.000171097716996975,0.0185709159200699
cg06103624,chr15,66998926,S_Shelf,SMAD6;SMAD6,Body;Body,hg19,0.0994538106083115,0.000552903779025031,0.0354423376607766
cg10657121,chr19,3770735,Island,RAX2,Body,hg19,0.0773518163431641,0.000307783627523791,0.0259950329525581
cg11162118,chr11,31837104,Island,PAX6,5'UTR,hg19,0.0672639427864403,0.000567876433373425,0.0359445007877565
cg25350986,chr7,4762844,N_Shore,FOXK1,Body,hg19,0.0670236253093332,0.000109861275621968,0.0144593504863611
cg12798524,chr1,159111423,OpenSea,,,hg19,-0.188936301315709,2.69259362343417e-06,0.0018432587792426
cg02859421,chr19,3465071,S_Shore,,,hg19,0.032219499799852,0.00094277445294487,0.0467427652687522
cg04489012,chr1,151812710,S_Shore,LOC100132111;C2CD4D;C2CD4D,Body;1stExon;5'UTR,hg19,0.0737012235310716,0.000612092331431058,0.0373730551089082
cg08524803,chr16,49670999,N_Shore,ZNF423,Body,hg19,-0.00412435155184957,0.000274957878692929,0.0244377554419513
cg09262666,chr19,5507452,Island,,,hg19,-0.0788115195171736,0.000170755795766326,0.0185543285499356
cg13035219,chr7,1403804,OpenSea,,,hg19,-0.118551243018665,7.25346497433534e-05,0.011438289046115
cg23414861,chr6,74064064,Island,DPPA5,TSS200,hg19,-0.124330059089193,0.000441764820582369,0.0314716266105736
cg04742550,chr16,31366429,OpenSea,ITGAX,TSS200,hg19,-0.0360885509678297,1.38660692289538e-05,0.0045413295494331
cg02380531,chr6,99279097,N_Shore,,,hg19,0.0939048933166909,0.000784416235002285,0.0425701996562081
cg06974460,chr2,242615391,N_Shore,DTYMK;DTYMK;DTYMK,3'UTR;3'UTR;Body,hg19,0.0236728788421238,0.000239289408738506,0.0224949238662728
cg10989871,chr10,43186900,OpenSea,,,hg19,-0.0877449589174273,0.000265736825110797,0.0238992642345292
cg04788987,chr14,48096041,OpenSea,MDGA2,Body,hg19,-0.0655078230879762,0.000263600117572267,0.0237724664854696
cg01804664,chr5,149669414,OpenSea,CAMK2A;CAMK2A,TSS200;TSS200,hg19,0.0371787763353939,0.000715156378869065,0.0403956822919517
cg15028458,chr3,58860290,OpenSea,C3orf67,Body,hg19,-0.035097105130706,0.000330634612802915,0.0270236303275485
cg01049916,chr10,123277054,OpenSea,FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2;FGFR2,Body;Body;Body;Body;Body;Body;Body;Body;Body,hg19,-0.104030318802857,0.00013156615432797,0.0160776319867706
cg17366808,chr15,73735476,Island,C15orf60,TSS200,hg19,-0.0918988600041063,0.000420073094416294,0.0306735419714432
cg14227731,chr9,137673708,OpenSea,COL5A1,Body,hg19,0.0227122688676855,0.000847919365757866,0.0442454070097894
cg18231054,chr1,1858037,N_Shore,,,hg19,-0.158532206095406,0.000378521200621584,0.0290952274194768
cg01262836,chr11,131560477,Island,NTM,Body,hg19,0.00314588983311241,7.63154940528635e-05,0.011710142305708
cg02888046,chr15,74709717,OpenSea,SEMA7A;SEMA7A;SEMA7A,Body;Body;Body,hg19,-0.0855395629577156,7.18382770862134e-07,0.000930019604628019
cg16192029,chr7,117864674,OpenSea,ANKRD7,TSS200,hg19,-0.0778025051028915,6.97464224389369e-05,0.011163978743407
cg13694664,chr9,117039406,OpenSea,COL27A1,Body,hg19,-0.13247810642108,1.83561121909515e-05,0.00537209016811478
cg16162970,chr14,105779952,N_Shore,PACS2;PACS2,TSS1500;TSS1500,hg19,0.0674036205363316,0.000271916841802097,0.0242770523363256
cg13985485,chr1,239550283,Island,,,hg19,0.0538789935851854,0.00104807054784209,0.0495066407513696
cg11355215,chr20,10198044,N_Shore,SNAP25;SNAP25,TSS1500;TSS1500,hg19,0.0150000120819928,0.000246215112254665,0.0228342408453948
cg08431536,chr2,223161894,Island,PAX3;PAX3;PAX3;CCDC140;PAX3;PAX3;PAX3;PAX3;PAX3,Body;Body;Body;TSS1500;Body;Body;Body;Body;Body,hg19,0.110842988618963,0.000107111304143433,0.0142348079240242
cg00770693,chr12,132932098,S_Shore,,,hg19,-0.0610556208785518,0.000197825207979132,0.0201565799100702
